gbifID,locality,verbatimLocality,mismatch_type,decimalLatitude_txt,decimalLongitude_txt,coordinateUncertaintyInMeters_txt,decimalLatitude_csv,decimalLongitude_csv,coordinateUncertaintyInMeters_csv
3709852246,"Geneva County, AL",,txt_no_coords_csv_has_coords,,,,31.0451,-85.87446,2500
3709848955,"Geneva County, AL",,txt_no_coords_csv_has_coords,,,,31.0451,-85.87446,2500
1426081892,"Avalon, Santa Catalina Island.",,txt_has_coords_csv_no_coords,33.3424862,-118.328935,1000.0,,,
1269676388,"On the BREC Bluebonnet Swamp Nature Center property, west of Bluebonnet Parkway NW of the intersection with Highland Road. Near boardwalk main entrance trail. Growin in ""meadow"" near east edge.",,txt_no_coords_csv_has_coords,,,,30.36806,-91.10708,575
1457821324,,"Gainesville, University of Florida campus; 80 m west of the Microbiology & Cell Science bldg next to the east fence of the recreation field.",txt_no_coords_csv_has_coords,,,,29.64054,-82.36433,55
2452243672,"The Vicinity of Green's Farms, Conn.",,txt_no_coords_csv_has_coords,,,,41.12696,-73.31896,2350
1998834987,"The Arnold Arboretum, Conifer group [Jamaica Plain]","The Arnold Arboretum, Conifer group [Jamaica Plain]",txt_no_coords_csv_has_coords,,,,42.2994,-71.12395,1000
1998335831,2.7 miles north of Brewton.,2.7 miles north of Brewton.,txt_no_coords_csv_has_coords,,,,31.169,-87.07625,800
5198226845,Noank.,,txt_no_coords_csv_has_coords,,,,41.33483,-71.99865,2000
4601577307,"Along I-20 and I-59, 1 mile N of Fosters Exit and just S of the Black Warrior River S of Tuscaloosa.",,txt_no_coords_csv_has_coords,,,,33.10706,-87.6772,500
1426171277,Jersey Island.,,txt_no_coords_csv_has_coords,,,,38.0324496,-121.6827785,4033
1457762699,,Cross Creek Rd. 2.5 miles East of US Route 441.,txt_no_coords_csv_has_coords,,,,29.48637,-82.16437,700
1457779450,,Gainesville: Natural Area Teaching Lab on University of Florida campus.,txt_no_coords_csv_has_coords,,,,29.63251,-82.36849,400
2512815201,"New- planted field, Canton Junction.",,txt_no_coords_csv_has_coords,,,,42.16217,-71.15948,1000
1457762160,,"Waccasassa Bay State Preserve; T 15S R 15E S1 & S11; Fiber Factory Road (dirt road, 4 km are state-owned), north of Cow Creek; forested and grazed roadsides, often wet.",txt_no_coords_csv_has_coords,,,,29.20642,-82.7454,2850
1457769526,,"Flora of O'leno State Park, Florida. Grassy area west of ranger station.",txt_no_coords_csv_has_coords,,,,29.9015,-82.57959,2700
1998882151,Eastport,Eastport,txt_no_coords_csv_has_coords,,,,44.92126,-67.01185,3550
3766309230,INTERSECTION OF INTERSTATE HWY. 10 AND FLORIDA HWY. 69.ON THE NORTH SIDE OF THE INTERSTATE AND ON THE EAST SIDE OF FLORI,,txt_no_coords_csv_has_coords,,,,30.65701,-85.03763,400
1998477644,"The Arnold Arboretum, Malus group, near Peters Hill [Jamaica Plain]","The Arnold Arboretum, Malus group, near Peters Hill [Jamaica Plain]",txt_no_coords_csv_has_coords,,,,42.29615,-71.12632,350
3709996871,"Baldwin County, AL",,txt_no_coords_csv_has_coords,,,,30.76381,-87.71111,56000
1269678712,"I-12 E to I-55 N, right onto LA 1048 E, left onto 51 S, left onto 10 E, left onto Oilfield Rd., right onto Verberne Rd., across form Walker's mailbox.",,txt_no_coords_csv_has_coords,,,,30.83892,-90.39431,1700
1503285031,WSW of Valdosta.,WSW of Valdosta.,txt_no_coords_csv_has_coords,,,,30.78845,-83.35866,4000
122994729,"9034 SW 5th Street, Boca Raton","9034 SW 5th Street, Boca Raton",txt_no_coords_csv_has_coords,,,,30.65701,-85.03763,50
3987565636,"Latimer Point, between Mystic and Stonington",,txt_no_coords_csv_has_coords,,,,41.33543,-71.95098,375
5198174851,"Northwest side of Alice Lake, University of Florida campus, Gainesville.",,txt_no_coords_csv_has_coords,,,,29.64267,-82.36275,110
3865363253,1.5 mi SSW of Unionville,,txt_no_coords_csv_has_coords,,,,38.79313,-76.1492,900
2234309107,"FLORA OF LOUISIANA Parish: Ouachita Median of I-20 between Well Road Exit and Thomas Road Exit in West Monroe; Sec. 34, T18N, R3E. Showing effects of herbicide.",,txt_no_coords_csv_has_coords,,,,32.51056,-92.17443,1600
5836321904,,"W. side of US 19, ca. 3 mi. s. of Lebanon Station. S36, T15S, R16E.",txt_no_coords_csv_has_coords,,,,29.12214,-82.63677,400
4955501353,Deerfield,Deerfield,txt_has_coords_csv_no_coords,42.54444,-72.60555,5000.0,,,
3053448221,Pomona,,txt_has_coords_csv_no_coords,34.05547,-117.74912,3218.0,,,
2430260735,Pomona,,txt_no_coords_csv_has_coords,,,,34.05547,-117.74912,3218
1998838468,Ogunquit,Ogunquit,txt_no_coords_csv_has_coords,,,,43.25084,-70.60324,4000
4955505319,Reading,Reading,txt_has_coords_csv_no_coords,42.53333,-71.11666,5000.0,,,
3925803525,"Daymon Rd nr RR, Northampton.",,txt_no_coords_csv_has_coords,,,,42.338,-72.63613,70
3865380399,1 mi E of Appleton,,txt_no_coords_csv_has_coords,,,,39.69941,-75.79133,700
2515123578,"Roadbank of I-220 at Airline Drive (Bossier 3105) north of Bossier City, Sec. 11, T18N, R13W.",,txt_no_coords_csv_has_coords,,,,32.55739,-93.70992,500
1258875037,"Waste ground, daymon rd near railroad, northampton.",,txt_no_coords_csv_has_coords,,,,42.338,-72.63613,150
5994419568,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5956557727,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5956408408,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5831637904,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5797631465,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5106272847,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5106272840,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5106272806,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5106272803,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5106272802,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5106272801,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5106272740,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5106272739,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5106272736,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5106272734,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5106272377,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5106272375,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5106271845,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5106271625,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5077457634,,,txt_has_coords_csv_no_coords,43.606854,-89.23684,1138.0,,,
5077429862,,,txt_has_coords_csv_no_coords,43.869122,-90.063832,1138.0,,,
5077311014,,,txt_has_coords_csv_no_coords,45.724205,-89.290562,1138.0,,,
5077283904,,,txt_has_coords_csv_no_coords,43.132546,-89.251456,569.0,,,
5077247415,,,txt_has_coords_csv_no_coords,42.921749,-89.438261,1138.0,,,
5074461244,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5074461243,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5074461235,,,txt_has_coords_csv_no_coords,41.4467,-71.54742,11590.0,,,
5074461230,,,txt_has_coords_csv_no_coords,41.4467,-71.54742,11590.0,,,
5074021426,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5074020429,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5072733440,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5072730544,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5072730543,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5072730542,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5072730541,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5072730540,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5072730539,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5072730533,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5072730532,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5072730531,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5072730521,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5072730520,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5072730519,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5072730518,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5070880615,,,txt_has_coords_csv_no_coords,39.483666,-76.638333,,,,
5070880499,,,txt_has_coords_csv_no_coords,40.456216,-74.443207,2022.0,,,
5070543350,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5070543332,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5070543331,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5070543330,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5070543329,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5070543328,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5070543327,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5070543323,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5070543320,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5070543317,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5070543302,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5070543301,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5070543300,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5070543299,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5070543298,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068742317,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068501435,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068501431,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068501417,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068501414,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068501413,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068491429,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068491428,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068491426,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068491425,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068491421,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068491387,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068491384,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068491372,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068491370,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068491368,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068491366,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068489033,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068489031,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068489029,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068482938,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068482928,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068482902,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068482901,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068461197,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5068043255,,,txt_has_coords_csv_no_coords,42.94934,-72.29987,7605.0,,,
5068043252,,,txt_has_coords_csv_no_coords,42.32664,-72.67454,7473.0,,,
5068043248,,,txt_has_coords_csv_no_coords,42.8625,-72.29601,7787.0,,,
5068043244,,,txt_has_coords_csv_no_coords,42.8625,-72.29601,7787.0,,,
5068043243,,,txt_has_coords_csv_no_coords,42.36447,-72.50686,7831.0,,,
5068043242,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5067942420,,,txt_has_coords_csv_no_coords,41.7892,-72.22873,8547.0,,,
5067941420,,,txt_has_coords_csv_no_coords,41.30277,-72.46451,6343.0,,,
5067927817,,,txt_has_coords_csv_no_coords,43.6954,-70.35383,6528.0,,,
5067927816,,,txt_has_coords_csv_no_coords,42.03621,-71.1103,7320.0,,,
5067927810,,,txt_has_coords_csv_no_coords,43.74338,-70.27825,9104.0,,,
5067926817,,,txt_has_coords_csv_no_coords,43.29898,-70.97861,8933.0,,,
5067926815,,,txt_has_coords_csv_no_coords,42.68476,-73.22833,8663.0,,,
5067926814,,,txt_has_coords_csv_no_coords,42.80757,-71.29948,6656.0,,,
5067926810,,,txt_has_coords_csv_no_coords,43.52395,-70.39051,3312.0,,,
5067926808,,,txt_has_coords_csv_no_coords,44.88669,-68.71656,7009.0,,,
5067925811,,,txt_has_coords_csv_no_coords,43.68047,-70.22315,11134.0,,,
5067924818,,,txt_has_coords_csv_no_coords,42.68476,-73.22833,8663.0,,,
5067924817,,,txt_has_coords_csv_no_coords,42.5628,-71.57175,5007.0,,,
5067924809,,,txt_has_coords_csv_no_coords,44.83124,-68.78856,7086.0,,,
5067923818,,,txt_has_coords_csv_no_coords,44.06701,-68.6265,8442.0,,,
5067923817,,,txt_has_coords_csv_no_coords,42.32664,-72.67454,7473.0,,,
5067923810,,,txt_has_coords_csv_no_coords,44.06701,-68.6265,8442.0,,,
5052333062,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5028857010,,,txt_has_coords_csv_no_coords,32.5235,-82.9484,,,,
5028847966,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5028847954,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5028847948,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5028847937,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5028834515,,,txt_has_coords_csv_no_coords,35.402556,-85.38675,,,,
5028831726,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5028831722,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5011564472,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5011564471,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5011564470,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5011564469,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5011564468,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5011564467,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5011564466,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5011564409,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5011564408,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
5011564406,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4987955528,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4976705376,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4949044224,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4948994383,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4876061572,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4876059494,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4876053038,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4851165090,,,txt_has_coords_csv_no_coords,46.58333,-122.4,,,,
4601577312,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4601577311,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4601577308,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4601577303,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4601577270,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536691569,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536691568,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536691567,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536691566,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536691565,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536691564,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536691563,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536691560,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536691559,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536691558,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536691557,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536691556,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536691555,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536691554,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536691553,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536691552,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536677567,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536677566,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536677565,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536677564,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536677563,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536677562,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536677559,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536677558,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536677557,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536677556,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536677555,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536677554,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536677553,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536677552,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536677551,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536676564,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536676563,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536676562,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536676561,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536676560,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536676559,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536676558,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536676555,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536676554,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536676553,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536676552,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536676551,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536676550,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536676549,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536676548,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
4536675578,,,txt_no_coords_csv_has_coords,,,,28.3003,-80.7012,71077
