gbifID,in_set,has_locality_occurrence_txt
1998588497,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998596273,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998633899,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998641028,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998657067,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998657772,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998658715,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998692517,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998704055,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998728362,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998734501,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998736280,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998749441,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998783734,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998789473,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998826733,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998847226,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998870211,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998897952,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998906533,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998908041,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998943329,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998951771,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998952906,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998959130,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998969196,only_filtered_multimedia_occurrence_txt_logic,TRUE
1998979386,only_filtered_multimedia_occurrence_txt_logic,TRUE
1999015667,only_filtered_multimedia_occurrence_txt_logic,TRUE
1999032732,only_filtered_multimedia_occurrence_txt_logic,TRUE
1999038739,only_filtered_multimedia_occurrence_txt_logic,TRUE
1999051140,only_filtered_multimedia_occurrence_txt_logic,TRUE
1999058188,only_filtered_multimedia_occurrence_txt_logic,TRUE
1999079564,only_filtered_multimedia_occurrence_txt_logic,TRUE
1999163225,only_filtered_multimedia_occurrence_txt_logic,TRUE
1999179642,only_filtered_multimedia_occurrence_txt_logic,TRUE
1999205867,only_filtered_multimedia_occurrence_txt_logic,FALSE
1999219840,only_filtered_multimedia_occurrence_txt_logic,TRUE
1999240989,only_filtered_multimedia_occurrence_txt_logic,TRUE
1999245605,only_filtered_multimedia_occurrence_txt_logic,TRUE
1999260956,only_filtered_multimedia_occurrence_txt_logic,TRUE
1999324991,only_filtered_multimedia_occurrence_txt_logic,TRUE
1999329084,only_filtered_multimedia_occurrence_txt_logic,TRUE
1999331032,only_filtered_multimedia_occurrence_txt_logic,TRUE
1999333057,only_filtered_multimedia_occurrence_txt_logic,TRUE
1999342869,only_filtered_multimedia_occurrence_txt_logic,TRUE
1999351206,only_filtered_multimedia_occurrence_txt_logic,TRUE
1999351663,only_filtered_multimedia_occurrence_txt_logic,TRUE
1999404469,only_filtered_multimedia_occurrence_txt_logic,TRUE
1999421399,only_filtered_multimedia_occurrence_txt_logic,TRUE
2234332449,only_filtered_multimedia_occurrence_txt_logic,FALSE
2234332516,only_filtered_multimedia_occurrence_txt_logic,FALSE
2234332785,only_filtered_multimedia_occurrence_txt_logic,FALSE
2234333079,only_filtered_multimedia_occurrence_txt_logic,FALSE
2234333296,only_filtered_multimedia_occurrence_txt_logic,FALSE
2234333300,only_filtered_multimedia_occurrence_txt_logic,FALSE
2234333505,only_filtered_multimedia_occurrence_txt_logic,FALSE
2234333571,only_filtered_multimedia_occurrence_txt_logic,FALSE
2234333763,only_filtered_multimedia_occurrence_txt_logic,FALSE
2234334059,only_filtered_multimedia_occurrence_txt_logic,FALSE
2234334063,only_filtered_multimedia_occurrence_txt_logic,FALSE
2234334336,only_filtered_multimedia_occurrence_txt_logic,FALSE
2234334664,only_filtered_multimedia_occurrence_txt_logic,FALSE
2273379286,only_filtered_multimedia_occurrence_txt_logic,FALSE
2302418414,only_filtered_multimedia_occurrence_txt_logic,TRUE
2512752247,only_filtered_multimedia_occurrence_txt_logic,TRUE
2512759395,only_filtered_multimedia_occurrence_txt_logic,TRUE
2573522519,only_filtered_multimedia_occurrence_txt_logic,FALSE
2573522950,only_filtered_multimedia_occurrence_txt_logic,FALSE
2573523406,only_filtered_multimedia_occurrence_txt_logic,FALSE
2996761652,only_filtered_multimedia_occurrence_txt_logic,TRUE
3344427796,only_filtered_multimedia_occurrence_txt_logic,TRUE
3469839029,only_filtered_multimedia_occurrence_txt_logic,FALSE
3469839030,only_filtered_multimedia_occurrence_txt_logic,FALSE
3469840039,only_filtered_multimedia_occurrence_txt_logic,FALSE
3469840994,only_filtered_multimedia_occurrence_txt_logic,FALSE
3469888056,only_filtered_multimedia_occurrence_txt_logic,FALSE
3469889146,only_filtered_multimedia_occurrence_txt_logic,FALSE
3469891137,only_filtered_multimedia_occurrence_txt_logic,FALSE
3469933057,only_filtered_multimedia_occurrence_txt_logic,FALSE
3469933058,only_filtered_multimedia_occurrence_txt_logic,FALSE
3469934041,only_filtered_multimedia_occurrence_txt_logic,FALSE
3469936050,only_filtered_multimedia_occurrence_txt_logic,FALSE
3469938020,only_filtered_multimedia_occurrence_txt_logic,FALSE
3469938021,only_filtered_multimedia_occurrence_txt_logic,FALSE
3469939033,only_filtered_multimedia_occurrence_txt_logic,FALSE
3469941060,only_filtered_multimedia_occurrence_txt_logic,FALSE
3469957574,only_filtered_multimedia_occurrence_txt_logic,FALSE
3469960736,only_filtered_multimedia_occurrence_txt_logic,FALSE
3469987226,only_filtered_multimedia_occurrence_txt_logic,FALSE
3469987227,only_filtered_multimedia_occurrence_txt_logic,FALSE
3469988055,only_filtered_multimedia_occurrence_txt_logic,FALSE
3470026702,only_filtered_multimedia_occurrence_txt_logic,FALSE
3695177026,only_filtered_multimedia_occurrence_txt_logic,TRUE
3695177037,only_filtered_multimedia_occurrence_txt_logic,FALSE
3709798675,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709802116,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709804850,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709810403,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709810723,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709815288,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709816274,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709818495,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709826565,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709828080,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709828610,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709829053,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709831990,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709833078,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709834717,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709836798,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709842311,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709843422,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709859346,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709880699,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709938018,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709938058,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709947045,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709947057,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709949691,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709950283,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709954151,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709954525,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709955281,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709955521,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709964797,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709965933,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709966530,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709968337,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709969285,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709970831,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709973647,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709974227,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709980511,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709980575,only_filtered_multimedia_occurrence_txt_logic,TRUE
3709991795,only_filtered_multimedia_occurrence_txt_logic,TRUE
3710022822,only_filtered_multimedia_occurrence_txt_logic,TRUE
3710038468,only_filtered_multimedia_occurrence_txt_logic,TRUE
3710043814,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855439499,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855445482,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855446673,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855447807,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855457132,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855459409,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855460012,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855460818,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855465779,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855468317,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855471342,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855473623,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855475004,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855477691,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855482496,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855485416,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855490712,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855510001,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855513223,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855515374,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855517591,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855518852,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855521159,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855521464,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855525894,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855526110,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855533595,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855542318,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855544774,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855547362,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855550741,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855550946,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855553104,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855553958,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855554064,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855554683,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855559769,only_filtered_multimedia_occurrence_txt_logic,TRUE
3855561251,only_filtered_multimedia_occurrence_txt_logic,TRUE
3886964637,only_filtered_multimedia_occurrence_txt_logic,FALSE
3897880435,only_filtered_multimedia_occurrence_txt_logic,FALSE
3897880630,only_filtered_multimedia_occurrence_txt_logic,FALSE
3897881460,only_filtered_multimedia_occurrence_txt_logic,FALSE
3925841158,only_filtered_multimedia_occurrence_txt_logic,TRUE
3970675662,only_filtered_multimedia_occurrence_txt_logic,FALSE
4075454246,only_filtered_multimedia_occurrence_txt_logic,TRUE
4075454253,only_filtered_multimedia_occurrence_txt_logic,TRUE
4075454268,only_filtered_multimedia_occurrence_txt_logic,TRUE
4081344392,only_filtered_multimedia_occurrence_txt_logic,TRUE
4088570117,only_filtered_multimedia_occurrence_txt_logic,TRUE
4095932316,only_filtered_multimedia_occurrence_txt_logic,FALSE
4101879466,only_filtered_multimedia_occurrence_txt_logic,FALSE
4101879469,only_filtered_multimedia_occurrence_txt_logic,FALSE
4101881494,only_filtered_multimedia_occurrence_txt_logic,FALSE
4101881496,only_filtered_multimedia_occurrence_txt_logic,FALSE
4101881580,only_filtered_multimedia_occurrence_txt_logic,FALSE
4101885503,only_filtered_multimedia_occurrence_txt_logic,FALSE
4101885504,only_filtered_multimedia_occurrence_txt_logic,FALSE
4101885506,only_filtered_multimedia_occurrence_txt_logic,FALSE
4101885511,only_filtered_multimedia_occurrence_txt_logic,FALSE
4101886525,only_filtered_multimedia_occurrence_txt_logic,FALSE
4101886526,only_filtered_multimedia_occurrence_txt_logic,FALSE
4101886527,only_filtered_multimedia_occurrence_txt_logic,FALSE
4101886528,only_filtered_multimedia_occurrence_txt_logic,FALSE
4101886608,only_filtered_multimedia_occurrence_txt_logic,FALSE
4101952374,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102035528,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102035529,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102035530,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102035531,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102035536,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102035537,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102035539,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102035620,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102087601,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102087620,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102087633,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102087800,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102087955,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102088063,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102089643,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102089669,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102089782,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102089841,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102089849,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102089877,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102089878,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102090067,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102101534,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102101744,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102101763,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102101814,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102101866,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102101944,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102127655,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102209472,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102209473,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102209477,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102218527,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102218528,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102218529,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102218536,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102218538,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102218619,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102239709,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102239774,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102239921,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102239959,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102240030,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102367461,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102367462,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102367463,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102367464,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102367471,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102367555,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102372567,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102386881,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102387064,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102392561,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102392750,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102446116,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102460550,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102460558,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102460589,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102460748,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102460940,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102461020,only_filtered_multimedia_occurrence_txt_logic,FALSE
4102461053,only_filtered_multimedia_occurrence_txt_logic,FALSE
4436953984,only_filtered_multimedia_occurrence_txt_logic,FALSE
4601577303,only_filtered_multimedia_occurrence_txt_logic,FALSE
4873181764,only_filtered_multimedia_occurrence_txt_logic,TRUE
4927483560,only_filtered_multimedia_occurrence_txt_logic,TRUE
4929792346,only_filtered_multimedia_occurrence_txt_logic,TRUE
4949044224,only_filtered_multimedia_occurrence_txt_logic,FALSE
4987955528,only_filtered_multimedia_occurrence_txt_logic,FALSE
5028847948,only_filtered_multimedia_occurrence_txt_logic,FALSE
5028847954,only_filtered_multimedia_occurrence_txt_logic,FALSE
5028847966,only_filtered_multimedia_occurrence_txt_logic,FALSE
5052333062,only_filtered_multimedia_occurrence_txt_logic,FALSE
5103852131,only_filtered_multimedia_occurrence_txt_logic,TRUE
5174484682,only_filtered_multimedia_occurrence_txt_logic,TRUE
5174529647,only_filtered_multimedia_occurrence_txt_logic,TRUE
5174610747,only_filtered_multimedia_occurrence_txt_logic,TRUE
5174610785,only_filtered_multimedia_occurrence_txt_logic,TRUE
5174621676,only_filtered_multimedia_occurrence_txt_logic,TRUE
5198192687,only_filtered_multimedia_occurrence_txt_logic,TRUE
5198215849,only_filtered_multimedia_occurrence_txt_logic,TRUE
